URL,Organisatietype,Organisatie,Suborganisatie,Afdeling,Bezoeken/mnd,Voldoet,Totaal,IPv6,DNSSEC,HTTPS,CSP,RefPol.,X-Cont.,X-Frame.,Testdatum,Totaal,IPv6,DNSSEC,STARTTLS en DANE,DMARC,DKIM,SPF,Testdatum,Platformgebruik
http://ezoefapp.nl,Rijksoverheid,EZK,DICTU,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://flitspanel.nl,Rijksoverheid,BZK,,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,ja,ja,ja,ja,13-2-2023,
http://fondspodiumkunsten.nl,Overheid,OCW,FPk,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://forum.topinkomens.nl,Rijksoverheid,BZK,,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,ja,ja,,ja,13-2-2023,
http://geschiedenis.reclassering.nl,Overheid,JenV,RN,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://getij.rws.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://icov.nl,Overheid,JenV,OM,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://ind.nl,Rijksoverheid,JenV,IND,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,ja,ja,ja,ja,13-2-2023,
http://instellingsinformatie.duo.nl,Rijksoverheid,OCW,DUO,,,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://ivho.docebosaas.com,Rijksoverheid,OCW,OI,,,,nee,nee,nee,nee,waarschuwing,waarschuwing,ja,info,20-2-2023,nee,ja,nee,,nee,ja,nee,13-2-2023,
http://job.ubrijk.nl,Rijksoverheid,BZK,UBR,,,ja,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,ja,nee,ja,13-2-2023,
http://kaart.pdok.nl,Overheid,BZK,Kadaster,Materiebeleid (PDOK),,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://kansspelautoriteit.nl,Rijksoverheid,JenV,Ksa,,,ja,nee,nee,ja,nee,,,,,20-2-2023,ja,ja,ja,ja,ja,ja,ja,13-2-2023,
http://kasteelgroeneveld.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,ja,nee,ja,ja,ja,13-2-2023,
http://kcb.nl,Overheid,LNV,KCB,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,ja,nee,ja,ja,ja,13-2-2023,
http://klimaatmonitor.databank.nl,Rijksoverheid,IenW,RWS,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,ja,nee,13-2-2023,
http://lap3.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://leerplatformmirt.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://mijn.overheid.nl,Rijksoverheid,BZK,Logius,Portaaldiensten,,info,ja,ja,ja,ja,ja,ja,ja,ja,20-2-2023,nee,ja,ja,nee,ja,ja,ja,13-2-2023,
http://mijnoctrooi.rvo.nl,Rijksoverheid,EZK,RVO,Octrooicentrum,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://mobilitylab.nl,Rijksoverheid,IenW,RWS,,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://nevo-online.rivm.nl,Rijksoverheid,VWS,RIVM,,,nee,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://nl.espacenet.com,Rijksoverheid,EZK,RVO,Octrooicentrum,,,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,,nee,nee,nee,13-2-2023,
http://northseaportal.eu,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://on2013.nl,Rijksoverheid,IenW,RWS,,,ja,nee,ja,ja,nee,waarschuwing,ja,ja,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://puc.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://rechtwijzer.nl,Overheid,JenV,RvR,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://rijkewaddenzee.nl,Overheid,LNV,WUR,DG NVLG N,,,nee,ja,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,nee,nee,ja,nee,13-2-2023,
http://rijksoverheid.bouwbesluit.com,Rijksoverheid,BZK,,,,nee,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,,nee,nee,nee,13-2-2023,
http://rwsduurzamemobiliteit.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://rwsenvironment.eu,Rijksoverheid,IenW,RWS,WVL,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://sawa-vth.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,nee,nee,nee,ja,nee,ja,13-2-2023,
http://schakeldagen.nl,Rijksoverheid,IenW,RWS,DGMI,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://serviceinfoapp.nl,Rijksoverheid,BZK,,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://slotcoordination.nl,Overheid,IenW,SACN,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,ja,info,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://standaarden.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,ja,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://summercourt.nl,Overheid,JenV,OM,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,nee,nee,ja,ja,13-2-2023,
http://topsectoragrifood.nl,Rijksoverheid,LNV,,,,ja,nee,nee,ja,,waarschuwing,waarschuwing,,info,20-2-2023,nee,nee,nee,nee,ja,ja,ja,13-2-2023,
http://veiliginternetten.nl,Rijksoverheid,EZK,,DG B&I DE,,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,ja,20-2-2023,nee,ja,ja,nee,ja,ja,ja,13-2-2023,
http://verwijzingsportaalbankgegevens.nl,Rijksoverheid,JenV,,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Pleio (BZK/CIO Rijk)
http://veva.nl,Rijksoverheid,DEF,,Dienstencentrum Personeelslogistiek,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://wabes.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://watdevog.nl,Rijksoverheid,JenV,Justis,,,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://werkenbijdefensie.nl,Rijksoverheid,DEF,,Dienstencentrum Personeelslogistiek,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,nee,ja,ja,ja,ja,ja,13-2-2023,
http://werkenbijhetom.nl,Overheid,JenV,OM,,,,nee,nee,ja,nee,waarschuwing,ja,ja,info,20-2-2023,nee,ja,nee,nee,ja,nee,ja,13-2-2023,
http://windopzee.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://wkotool.nl,Rijksoverheid,EZK,RVO,,,ja,nee,ja,ja,nee,waarschuwing,ja,ja,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://wodc-repris.nl,Rijksoverheid,JenV,WODC,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://www.synbiosys.alterra.nl,Overheid,LNV,WUR,,,,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,,nee,nee,nee,13-2-2023,
http://zakendoeninchina.org,Rijksoverheid,BUZA,,,,nee,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,nee,nee,ja,13-2-2023,
http://zeeweringen.nl,Rijksoverheid,IenW,RWS,,,nee,nee,nee,nee,,,,,,20-2-2023,nee,ja,nee,nee,nee,ja,nee,13-2-2023,
http://vsregister.venvn.nl,Overheid,VWS,V&VN,,,,nee,nee,nee,nee,waarschuwing,waarschuwing,ja,info,20-2-2023,nee,ja,nee,,nee,nee,nee,13-2-2023,
http://waarborg.nl,Overheid,EZK,WaarborgHolland,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,nee,nee,nee,13-2-2023,
http://cultuurparticipatie.nl,Overheid,OCW,FvCp,,,,nee,nee,nee,nee,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,nee,nee,nee,nee,nee,ja,13-2-2023,
http://keurmerk.nl,Overheid,JenV,Keurmerkinstituut ,,,,nee,nee,ja,nee,waarschuwing,ja,ja,info,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://stimuleringsfonds.nl,Overheid,OCW,SVDJ,,,,nee,nee,nee,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://inspireaanmerking.nl,Rijksoverheid,BZK,,,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://mi-cert.nl,Rijksoverheid,EZK,RDI,,,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://teverantwoordenregelingen.rijksoverheid.nl,Rijksoverheid,BZK,,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://magazines.government.nl/anf,Rijksoverheid,LNV,,STAF COM ,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://cbsinuwbuurt.nl,Overheid,EZK,CBS,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://aanvragen.nza.nl,Overheid,VWS,NZa,,,,nee,ja,nee,ja,waarschuwing,waarschuwing,waarschuwing,ja,20-2-2023,nee,ja,nee,,nee,nee,nee,13-2-2023,
http://www.mijnwlzaanvraag.ciz.nl,Overheid,VWS,CIZ,,,,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://dcp-time-slot.cbg-meb.nl,Overheid,VWS,CBG,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://werkenbijde.nza.nl,Overheid,VWS,NZa,,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://over-ons.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CDC,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://intermediairdagen.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CAP,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://academy.cbs.nl,Overheid,EZK,CBS,,,,nee,ja,ja,nee,waarschuwing,ja,ja,info,20-2-2023,nee,ja,ja,,ja,ja,nee,13-2-2023,
http://federatieveservice.nl,Rijksoverheid,JenV,Justid,,,ja,ja,ja,ja,ja,ja,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,ja,ja,13-2-2023,
http://aansluiten.procesinfrastructuur.nl,Rijksoverheid,BZK,Logius,Keteninf/Digipoort,,ja,ja,ja,ja,ja,ja,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://rijbewijs.nl,Overheid,IenW,RDW,,,,nee,nee,ja,,,,,,20-2-2023,ja,ja,ja,,waarschuwing,ja,ja,13-2-2023,
http://machtigen.digid.nl,Rijksoverheid,BZK,Logius,DigiD,,ja,ja,ja,ja,ja,ja,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://crl.pkioverheid.nl,Rijksoverheid,BZK,Logius,Toeg team levering 2,,ja,nee,nee,ja,ja,ja,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://platformwow.nl,Rijksoverheid,IenW,RWS,,,nee,nee,nee,ja,ja,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,ja,nee,nee,nee,ja,ja,13-2-2023,
http://professional.basisinformatie-overstromingen.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://otl.rws.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://informatieservice.nederlandwereldwijd.nl,Rijksoverheid,BUZA,,,,ja,nee,nee,nee,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,nee,,ja,ja,nee,13-2-2023,
http://nas-adaptatietool.nl,Rijksoverheid,IenW,,BSK/DGWB,,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,StandaardPlatform CloudServices (BZK/Logius)
http://toegangtotdeoverheid.nl,Rijksoverheid,JenV,Justid,,,ja,nee,nee,ja,ja,ja,waarschuwing,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://uno.dfront.rijkscloud.nl,Rijksoverheid,OCW,DUO,,,nee,nee,nee,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,ja,,ja,nee,nee,13-2-2023,
http://bom.pleio.nl,Rijksoverheid,BZK,Logius,BFS,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,ja,ja,22-2-2023,Pleio (BZK/CIO Rijk)
http://pleio.nl,Overheid,FIN,,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,nee,nee,ja,ja,ja,22-2-2023,Pleio (BZK/CIO Rijk)
http://sbr-wonen.nl,Rijksoverheid,IenW,ILT,"Aedes, BZK, Aw en WSW",,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,nee,nee,nee,nee,ja,ja,13-2-2023,
http://rwsinnoveert.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://vangbuitenshuis.nl,Rijksoverheid,IenW,RWS,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://derdekamer.nl,Overheid,TK,,ProDemos,,,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,nee,ja,nee,13-2-2023,
http://parlement.nl,Overheid,TK,,,,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,ja,,waarschuwing,nee,ja,13-2-2023,
http://versnellingshuisce.nl,Rijksoverheid,IenW,,BSK/DGMI,,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,nee,nee,nee,ja,ja,ja,13-2-2023,
http://isd.acc.owinsp.nl,Rijksoverheid,OCW,OI,,,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://mijn.belastingdienst-cn.nl,Rijksoverheid,FIN,Belastingdienst,CN,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://odb.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CAP,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://pih.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CAP,,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://gegevensportaal.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,,,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://centraalaanspreekpuntpensioenen.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CAP,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,
http://werken.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,,,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://netwerk.publiektoezicht.nl,Rijksoverheid,IenW,ILT,,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://webshop.incidentmanagement.nl,Rijksoverheid,IenW,RWS,,,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,ja,nee,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://wetten.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://bag.basisregistraties.overheid.nl,Overheid,BZK,Kadaster,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://brk.basisregistraties.overheid.nl,Overheid,BZK,Kadaster,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://brt.basisregistraties.overheid.nl,Overheid,BZK,Kadaster,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://drop.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://linkeddata.overheid.nl,Overheid,BZK,Logius,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://mnd.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://oproepingen.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://treatydatabase.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://tuchtrecht.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://verdragenbank.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://verkeersbesluiten.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://wetgevingskalender.overheid.nl,Overheid,BZK,Logius,,,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://hollandnationalparks.com,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,nee,nee,nee,ja,ja,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://2todrive.nl,Overheid,IenW,RDW,,,,nee,nee,nee,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://opwegmetwaterstof.nl,Rijksoverheid,IenW,RWS,Samenwerkingsverband overheid en bedrijfsleven,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,nee,ja,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://q-bankplants.eu,Rijksoverheid,LNV,NVWA,,,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://toolkit.ontdekdezorg.nl,Rijksoverheid,VWS,,Kerndepartement/MEVA,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://postergenerator.ontdekdezorg.nl,Rijksoverheid,VWS,,Kerndepartement/MEVA,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://bentwoud.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://ondernemersplein.kvk.nl,Overheid,EZK,KVK,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://authenticatie.inspectieview.nl,Rijksoverheid,IenW,ILT,,,ja,nee,nee,nee,,,,,,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://fortbijrijnauwen.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://millingerwaard.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://schoorlseduinen.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://vrijwilligers.staatsbosbeheer.nl,Overheid,LNV,Staatsbosbeheer,,,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://projects.knmi.nl,Rijksoverheid,IenW,KNMI,,,nee,nee,nee,ja,,,,,,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://valuingwaterinitiative.org,Rijksoverheid,EZK,RVO,,,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,ja,ja,ja,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://findo.nl,Rijksoverheid,BZK,,DGBRW/PDGOW,,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://waterasleverage.org,Rijksoverheid,EZK,RVO,,,nee,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,Pleio (BZK/CIO Rijk),,,,,,,,,,,,,,,,,,,
http://veiling.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
http://huisstijl.belastingdienst.nl,Rijksoverheid,FIN,Belastingdienst,CDC,,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,ja,13-2-2023,,,,,,,,,,,,,,,,,,,,
