URL,Organisatietype,Organisatie,Suborganisatie,Afdeling,Bezoeken/mnd,Voldoet,Totaal,IPv6,DNSSEC,HTTPS,CSP,RefPol.,X-Cont.,X-Frame.,Testdatum,Totaal,IPv6,DNSSEC,STARTTLS en DANE,DMARC,DKIM,SPF,Testdatum,Platformgebruik
http://www.globio.info,Rijksoverheid,IenW,PBL,,1338,nee,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,nee,nee,nee,nee,nee,ja,13-2-2023,
http://english.dienstterugkeerenvertrek.nl,Rijksoverheid,JenV,DT&V,,1336,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.overlegorgaanfysiekeleefomgeving.nl,Rijksoverheid,IenW,,BSK/DP,1335,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.commissiemijnbouwschade.nl,Rijksoverheid,EZK,RVO,,1331,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://adviezen.raadrvs.nl,Overheid,VWS,,Kerndepartement/RVS,1322,,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://rijksictdashboard.nl,Rijksoverheid,BZK,,,1321,ja,nee,nee,ja,,,,,,20-2-2023,ja,ja,ja,,ja,ja,ja,13-2-2023,
http://www.komuitjeschuld.nl,Rijksoverheid,SZW,Inspectie SZW,SG/C,1310,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://optimaaldigitaal.gebruikercentraal.nl,Rijksoverheid,BZK,,,1299,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://elearning.dopingautoriteit.nl,Overheid,VWS,DA,,1298,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://bzksocialmedia.nl,Rijksoverheid,BZK,,,1297,ja,nee,nee,ja,,,,,,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://biotechnologie.rivm.nl,Rijksoverheid,VWS,RIVM,,1294,nee,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://www.veiligepubliekedienstverlening.nl,Rijksoverheid,BZK,,,1286,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://nlflag.nl,Rijksoverheid,IenW,,BSK.DGLM,1279,nee,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,nee,ja,nee,nee,ja,ja,13-2-2023,
http://www.doc-direkt.nl,Rijksoverheid,BZK,,,1269,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.rijksschoonmaak.nl,Rijksoverheid,SZW,RSO,PSG/RSO,1267,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://papiamentu.rijksdienstcn.com,Overheid,BZK,RCN,,1251,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.donorgegevens.nl,Rijksoverheid,VWS,CIBG,,1251,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.duurzameinzetbaarheid.nl,Rijksoverheid,SZW,Inspectie SZW,,1243,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.portalfitopjouwmanier.nl,Rijksoverheid,VWS,,Kerndepartement/VGP,1240,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.verduurzamingindustrie.nl,Rijksoverheid,EZK,RVO,,1231,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.biociden.nl,Rijksoverheid,VWS,RIVM,,1218,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://www.derijkscampus.nl,Rijksoverheid,BZK,,,1213,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.programmamenscentraal.nl,Rijksoverheid,AZ,DPC,Programma Mens Centraal,1211,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.werkaanuitvoering.nl,Rijksoverheid,SZW,,,1204,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.overdedouane.nl,Rijksoverheid,FIN,Douane,,1203,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://energieslag.rvo.nl,Rijksoverheid,EZK,RVO,,1202,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.beeldkompas.nl,Rijksoverheid,AZ,DPC,Beeldcentrum,1201,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://deutsch.postedworkers.nl,Rijksoverheid,SZW,,DGW/AV,1188,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.organisatierijksdienst.nl,Rijksoverheid,BZK,,,1187,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.nlontwikkelingssamenwerking.nl,Rijksoverheid,BUZA,,,1183,ja,nee,nee,nee,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,nee,,ja,nee,nee,13-2-2023,
http://www.loonaangifteketen.nl,Overheid,SZW,UWV,,1177,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://magazines.p-direkt.nl,Rijksoverheid,BZK,P-direkt,,1153,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.kennisknooppuntparticipatie.nl,Rijksoverheid,IenW,,BSK/DP,1139,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.mirtoverzicht.nl,Rijksoverheid,IenW,,BSK/DGMo,1129,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://themasites.pbl.nl/eu-trade,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/future-water-challenges,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/leidraad-warmte,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/winnaars-verliezers-regionale-concurrentie,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/o,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/balans-leefomgeving,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/atlas-regio,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://themasites.pbl.nl/nature-based-solutions,Rijksoverheid,IenW,PBL,,1129,ja,nee,nee,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://monitor.aerius.nl,Rijksoverheid,VWS,RIVM,,1123,ja,nee,nee,nee,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,nee,ja,nee,,nee,ja,nee,14-2-2023,
http://dnadatabank.forensischinstituut.nl,Rijksoverheid,JenV,NFI,,1119,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.cybersecurityraad.nl,Rijksoverheid,JenV,NCTV,,1107,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.knmidata.nl,Rijksoverheid,IenW,KNMI,,1099,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.kik-v.nl,Rijksoverheid,VWS,ZIN,,1094,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://organisaties.doemeemetmdt.nl,Rijksoverheid,OCW,,,1092,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,
http://www.open-overheid.nl,Rijksoverheid,OCW,RDDI,,1073,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.dutchhousingpolicy.nl,Rijksoverheid,BZK,,DGBRW/PDGOW,1057,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.schoolleidersregistervo.nl,Rijksoverheid,OCW,,,1056,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.adviesraadmigratie.nl,Overheid,JenV,ACVZ,,1056,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.dcc-ienw.nl,Rijksoverheid,IenW,RWS,,1041,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.eumetcal.eu,Rijksoverheid,VWS,RIVM,,1038,nee,nee,nee,nee,ja,waarschuwing,waarschuwing,ja,info,20-2-2023,nee,ja,nee,,nee,nee,nee,13-2-2023,
http://www.campagnetoolkits.nl,Rijksoverheid,AZ,DPC,Campagnemanagement,1036,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.rijksinnovatiecommunity.nl,Rijksoverheid,BZK,UBR/Ontwikkelbedrijf,,1034,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.wegwijzermensenhandel.nl,Rijksoverheid,JenV,,,1034,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://english.autoriteitnvs.nl,Rijksoverheid,IenW,ANVS,,1028,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.nieuwsienw.nl,Rijksoverheid,IenW,,BSK/DCO,1020,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,15-2-2023,
http://www.denkvooruit.nl,Rijksoverheid,BZK,,,1016,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.rwseconomie.nl,Rijksoverheid,IenW,RWS,,1011,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,15-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.inspectiebtd.nl,Rijksoverheid,FIN,,,1007,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.dopingwaaier.nl,Overheid,VWS,DA,,992,,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.dggf.nl,Rijksoverheid,BUZA,,DGGF,980,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.functiemix.nl,Rijksoverheid,OCW,,,979,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.delerarenagenda.nl,Rijksoverheid,OCW,,,978,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://prelovedfashionfair.nl,Rijksoverheid,IenW,,BSK/DGMI,972,ja,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,nee,nee,nee,nee,ja,ja,ja,13-2-2023,
http://english.wrr.nl,Overheid,AZ,WRR,,956,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.lerenvoorveiligheid.nl,Rijksoverheid,VWS,RIVM,,955,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://www.atlasinfectieziekten.nl,Rijksoverheid,VWS,RIVM,,952,nee,ja,ja,ja,ja,waarschuwing,waarschuwing,ja,ja,20-2-2023,nee,ja,ja,,waarschuwing,nee,nee,15-2-2023,
http://www.internationalerechtshulp.nl,Rijksoverheid,JenV,,,941,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.kennisnetwerkbiociden.nl,Rijksoverheid,VWS,RIVM,,936,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://www.bureauncdr.nl,Rijksoverheid,BZK,NCDR,,927,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.registerexterneveiligheid.nl,Rijksoverheid,VWS,RIVM,,917,nee,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,waarschuwing,nee,nee,13-2-2023,
http://www.toolboxbeleidsevaluaties.nl,Rijksoverheid,FIN,,,915,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.rwsnatura2000.nl,Rijksoverheid,IenW,RWS,,915,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.maatwerkvoormensen.nl,Rijksoverheid,IenW,,BSK/UDAC,906,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.rabarijk.nl,Rijksoverheid,BZK,,,905,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.kennisplatformveehouderij.nl,Rijksoverheid,VWS,RIVM,,905,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://www.in-made.nl,Rijksoverheid,JenV,DJI,,904,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://draaiboekpsie.nl,Rijksoverheid,VWS,RIVM,,900,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,ja,waarschuwing,ja,ja,13-2-2023,
http://www.oecdguidelines.nl,Rijksoverheid,BUZA,,,895,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://magazines.aandeslagmetdeomgevingswet.nl,Overheid,BZK,,PDGOW,876,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.inspectie-checklist.nl,Rijksoverheid,SZW,Inspectie SZW,,876,ja,nee,nee,ja,,waarschuwing,waarschuwing,,,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://taalweek.gebruikercentraal.nl,Rijksoverheid,BZK,,,867,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,
http://omgevingsveiligheid.rivm.nl,Rijksoverheid,VWS,RIVM,,855,nee,nee,ja,ja,nee,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://www.iedereenondereendak.nl,Rijksoverheid,VWS,,Kerndepartement/DMO,854,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.ivd.nl,Rijksoverheid,DEF,IVD,,852,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://dcypher.nl,Rijksoverheid,EZK,RVO,,851,ja,nee,nee,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,ja,ja,ja,ja,13-2-2023,Pleio (BZK/CIO Rijk)
http://www.jeugdautoriteit.nl,Rijksoverheid,VWS,,Kerndepartement/Jeugd,851,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://inclusie.gebruikercentraal.nl,Rijksoverheid,BZK,,,841,ja,ja,ja,ja,ja,waarschuwing,waarschuwing,waarschuwing,info,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.mirta2deilvught.nl,Rijksoverheid,IenW,RWS,,839,ja,nee,nee,ja,,waarschuwing,,,,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.ikz.nl,Overheid,VWS,NZa,,828,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://magazinesintern.rijksvastgoedbedrijf.nl,Rijksoverheid,BZK,RVB,,823,info,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.prognosemodelzw.nl,Rijksoverheid,VWS,,Kerndepartement/MEVA,817,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.nederlandtegengeorganiseerdemisdaad.nl,Rijksoverheid,JenV,,,813,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,14-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.tib-ivd.nl,Overheid,AZ,TIB-IVD,,812,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://english.deltaprogramma.nl,Rijksoverheid,IenW,,BSK/DC,807,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.pagw.nl,Rijksoverheid,EZK,RVO,,791,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.novistukken.nl,Rijksoverheid,BZK,,,780,ja,nee,ja,ja,nee,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
http://www.nrgd.nl,Overheid,JenV,NRGD,,777,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://life-ip-deltanatuur.nl,Rijksoverheid,EZK,RVO,,773,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Pleio (BZK/CIO Rijk)
http://www.lzalp.nl,Rijksoverheid,VWS,CIBG,,771,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.ocw-verhalen.nl,Rijksoverheid,OCW,,,766,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.adviescollegeveiligheidgroningen.nl,Overheid,EZK,RVO,ACVG,764,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,ja,ja,nee,ja,13-2-2023,
http://english.kiesraad.nl,Overheid,BZK,Kiesraad,,752,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://draaiboekhielprikscreening.rivm.nl,Rijksoverheid,VWS,RIVM,,750,nee,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,nee,ja,ja,,ja,nee,nee,13-2-2023,
http://www.tegengaanradicalisering.nl,Rijksoverheid,JenV,NCTV,,750,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.lcnk.nl,Overheid,EZK,RVO,,743,,nee,ja,ja,nee,waarschuwing,ja,ja,ja,21-2-2023,nee,ja,ja,,nee,nee,nee,13-2-2023,
http://www.youthatheart.nl,Rijksoverheid,BUZA,,,732,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://english.onderwijsinspectie.nl,Rijksoverheid,OCW,OI,,718,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.diensttesten.nl,Rijksoverheid,VWS,,Kerndepartement/DT,704,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://english.kimnet.nl,Rijksoverheid,IenW,,BSK/KiM,703,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.sanctieuitvoering.nl,Rijksoverheid,JenV,,,694,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.lchulpmiddelen.nl,Rijksoverheid,VWS,CIBG,,687,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://basisscan.digitaltrustcenter.nl,Rijksoverheid,EZK,,DG B&I DE-DTC,686,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,ja,ja,14-2-2023,DICTU Platform (EZK/DICTU)
http://www.meldpuntgeneesmiddelentekortendefecten.nl,Overheid,VWS,CBG,,672,,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://www.hansken.nl,Rijksoverheid,JenV,NFI,,670,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,21-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://english.iob-evaluatie.nl,Rijksoverheid,BUZA,IOB,,658,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,Platform Rijksoverheid Online (AZ/DPC)
http://dashboardgroningen.nl,Rijksoverheid,EZK,,,654,ja,ja,ja,ja,ja,waarschuwing,ja,ja,ja,20-2-2023,ja,ja,ja,,ja,,ja,13-2-2023,
