domain,nameserver,ip,request,response,tc
2020.jaarverslagrechtspraak.nl,www.jaarverslagrechtspraak.nl.,,101,,
20210215.nationaleconferentieduurzamemobiliteit.nl,nationaleconferentieduurzamemobiliteit.nl.,,121,,
20210215.nationaleconferentieduurzamemobiliteit.nl,ns0.rijksoverheidnl.com.,185.136.96.82,121,416,
20210215.nationaleconferentieduurzamemobiliteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,121,300,
20210215.nationaleconferentieduurzamemobiliteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,121,300,
20210215.nationaleconferentieduurzamemobiliteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,121,300,
2todrive.nl,ns5.speak.nl.,136.144.222.49,82,82,tc
2todrive.nl,ns1.speak.nl.,185.146.216.83,82,420,
2todrive.nl,ns2.speak.nl.,185.146.216.84,82,82,tc
55plus.datawonen.nl,datawonen.nl.,,90,,
55plus.datawonen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,240,
55plus.datawonen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,240,
55plus.datawonen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,240,
55plus.datawonen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,90,356,
a16rotterdam.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,86,1587,
a16rotterdam.nl,ns0.rijksoverheidnl.com.,185.136.96.82,86,86,tc
a16rotterdam.nl,ns3.rijksoverheidnl.org.,145.100.177.67,86,1587,
a16rotterdam.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,86,1587,
a1oost.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,80,1527,
a1oost.nl,ns0.rijksoverheidnl.com.,185.136.96.82,80,80,tc
a1oost.nl,ns3.rijksoverheidnl.org.,145.100.177.67,80,1527,
a1oost.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,80,1527,
a27a12ringutrecht.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1748,
a27a12ringutrecht.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1748,
a27a12ringutrecht.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,91,tc
a27a12ringutrecht.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1748,
a27houtenhooipolder.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,93,tc
a27houtenhooipolder.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1687,
a27houtenhooipolder.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1687,
a27houtenhooipolder.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1687,
a28a1knooppunthoevelaken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1737,
a28a1knooppunthoevelaken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1737,
a28a1knooppunthoevelaken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1737,
a28a1knooppunthoevelaken.nl,ns0.rijksoverheidnl.com.,185.136.96.82,98,98,tc
a4burgerveen-n14.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1627,
a4burgerveen-n14.nl,ns0.rijksoverheidnl.com.,185.136.96.82,90,90,tc
a4burgerveen-n14.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1627,
a4burgerveen-n14.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1627,
a4haaglanden-n14.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1657,
a4haaglanden-n14.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1657,
a4haaglanden-n14.nl,ns0.rijksoverheidnl.com.,185.136.96.82,90,90,tc
a4haaglanden-n14.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1657,
a58tilburgbreda.nl,ns3.rijksoverheidnl.org.,145.100.177.67,89,1628,
a58tilburgbreda.nl,ns0.rijksoverheidnl.com.,185.136.96.82,89,89,tc
a58tilburgbreda.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,89,1628,
a58tilburgbreda.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,1628,
a6zonlelystaddronten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,1697,
a6zonlelystaddronten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1697,
a6zonlelystaddronten.nl,ns0.rijksoverheidnl.com.,185.136.96.82,94,94,tc
a6zonlelystaddronten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1697,
a7a8.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,1537,
a7a8.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,78,tc
a7a8.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,1537,
a7a8.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,1537,
aanbiedersmedicijnen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,94,94,tc
aanbiedersmedicijnen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1818,
aanbiedersmedicijnen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1818,
aanbiedersmedicijnen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,1818,
aandachtvoorelkaar.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1743,
aandachtvoorelkaar.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1743,
aandachtvoorelkaar.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,92,tc
aandachtvoorelkaar.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1743,
aandeslagmetdeomgevingswet.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1945,
aandeslagmetdeomgevingswet.nl,ns0.rijksoverheidnl.com.,185.136.96.82,100,100,tc
aandeslagmetdeomgevingswet.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1945,
aandeslagmetdeomgevingswet.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1945,
aaninhetdonker.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,88,tc
aaninhetdonker.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1648,
aaninhetdonker.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1648,
aaninhetdonker.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1648,
aanmelder.nl,ns-1294.awsdns-33.org.,205.251.197.14,83,72,tc
aanmelder.nl,ns-1992.awsdns-57.co.uk.,205.251.199.200,83,72,tc
aanmelder.nl,ns-695.awsdns-22.net.,205.251.194.183,83,72,tc
aanmelder.nl,ns-96.awsdns-12.com.,205.251.192.96,83,72,tc
aanpakadreskwaliteit.pleio.nl,odcn.pleio.nl.,,100,,
aanpaklerarentekort.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1753,
aanpaklerarentekort.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1753,
aanpaklerarentekort.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1753,
aanpaklerarentekort.nl,ns0.rijksoverheidnl.com.,185.136.96.82,93,93,tc
aanpakringzuid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1764,
aanpakringzuid.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,88,tc
aanpakringzuid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1764,
aanpakringzuid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1764,
aanpakstikstof.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1703,
aanpakstikstof.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1703,
aanpakstikstof.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1703,
aanpakstikstof.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,88,tc
aanvragen.nza.nl,aanvragen.nza.nl.cname.mendix.net.,,87,,
aanvragen.nza.nl,elb.bbl-prod-2.eu-central-1.mendixcloud.net.,,87,,
aardgasvrijewijken.nl,ns1.dictu.nl.,145.12.216.1,92,120,tc
aardgasvrijewijken.nl,ns2.dictu.nl.,145.69.216.1,92,120,tc
abdleerportaal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,88,tc
abdleerportaal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1484,
abdleerportaal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1484,
abdleerportaal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1484,
aboutnetherlandscustoms.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1793,
aboutnetherlandscustoms.nl,ns0.rijksoverheidnl.com.,185.136.96.82,97,97,tc
aboutnetherlandscustoms.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1793,
aboutnetherlandscustoms.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1793,
academieinternationalebetrekkingen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,108,1610,
academieinternationalebetrekkingen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,108,108,tc
academieinternationalebetrekkingen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,108,1610,
academieinternationalebetrekkingen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,108,1610,
academievoorinternationalebetrekkingen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,112,1943,
academievoorinternationalebetrekkingen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,112,1943,
academievoorinternationalebetrekkingen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,112,1943,
academievoorinternationalebetrekkingen.nl,ns0.rijksoverheidnl.com.,185.136.96.82,112,112,tc
academyforinternationalrelations.nl,ns3.rijksoverheidnl.org.,145.100.177.67,106,1883,
academyforinternationalrelations.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,106,1883,
academyforinternationalrelations.nl,ns0.rijksoverheidnl.com.,185.136.96.82,106,106,tc
academyforinternationalrelations.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,106,1883,
academyinternationalrelations.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1565,
academyinternationalrelations.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1565,
academyinternationalrelations.nl,ns0.rijksoverheidnl.com.,185.136.96.82,103,103,tc
academyinternationalrelations.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1565,
acceleratethechange.nl,ns1.dictu.nl.,145.12.216.1,93,121,tc
acceleratethechange.nl,ns2.dictu.nl.,145.69.216.1,93,121,tc
accept.inclusievedienstverlening.gebruikercentraal.nl,plesk-accept.nmp.ictu.nl.,87.236.103.197,124,152,
acc.prikkenzonderafspraak.rijksoverheid.nl,t4.standaardplatform.nl.,,113,,
acm.nl,ns1.dictu.nl.,145.12.216.1,77,105,tc
acm.nl,ns2.dictu.nl.,145.69.216.1,77,105,tc
acoi.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,1692,
acoi.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,1692,
acoi.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,1692,
acoi.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,78,tc
actal.nl,ns3.firstfind.nl.,5.157.86.222,79,79,tc
actal.nl,ns5.firstfind.net.,178.128.248.2,79,79,tc
actal.nl,ns4.firstfind.nl.,5.157.87.222,79,79,tc
actieleernetwerk.nl,ns3.danego.eu.,195.246.117.117,90,90,tc
actieleernetwerk.nl,ns1.danego.net.,178.18.139.164,90,90,tc
actieleernetwerk.nl,ns2.danego.net.,84.241.130.131,90,90,tc
actiemonitoringce.nl,ns1.w-e-r-k.nl.,5.172.40.100,91,91,tc
actiemonitoringce.nl,ns2.ssc-campus.nl.,131.224.2.136,91,119,tc
actiemonitoringce.nl,ns1.ssc-campus.nl.,131.224.2.135,91,119,tc
actiemonitoringce.nl,ns2.w-e-r-k.nl.,31.200.209.176,91,91,tc
adaguc.knmi.nl,adaguc-website.pub.knmi.cloud.,,85,,
adr.trainingscatalogus.nl,appgw-prd-01.trainingscatalogus.nl.,,96,,
adviescollegeicttoetsing.nl,ns0.rijksoverheidnl.com.,185.136.96.82,98,98,tc
adviescollegeicttoetsing.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1964,
adviescollegeicttoetsing.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1964,
adviescollegeicttoetsing.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1964,
adviescollegeveiligheidgroningen.nl,ns2.dictu.nl.,145.69.216.1,106,134,tc
adviescollegeveiligheidgroningen.nl,ns1.dictu.nl.,145.12.216.1,106,134,tc
adviescommissiedbe.nl,ns1.dictu.nl.,145.12.216.1,92,120,tc
adviescommissiedbe.nl,ns2.dictu.nl.,145.69.216.1,92,120,tc
adviescommissievolkenrecht.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1823,
adviescommissievolkenrecht.nl,ns0.rijksoverheidnl.com.,185.136.96.82,100,100,tc
adviescommissievolkenrecht.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1823,
adviescommissievolkenrecht.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1823,
adviescommissieweigerendeobservandi.nl,ns0.rijksoverheidnl.com.,185.136.96.82,109,109,tc
adviescommissieweigerendeobservandi.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1913,
adviescommissieweigerendeobservandi.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1913,
adviescommissieweigerendeobservandi.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1913,
adviesraadinternationalevraagstukken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,110,1923,
adviesraadinternationalevraagstukken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,110,1923,
adviesraadinternationalevraagstukken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,110,1923,
adviesraadinternationalevraagstukken.nl,ns0.rijksoverheidnl.com.,185.136.96.82,110,110,tc
adviesraadmigratie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1743,
adviesraadmigratie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1743,
adviesraadmigratie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1743,
adviesraadmigratie.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,92,tc
advisorycommitteeinternationallaw.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,1893,
advisorycommitteeinternationallaw.nl,ns0.rijksoverheidnl.com.,185.136.96.82,107,107,tc
advisorycommitteeinternationallaw.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,1893,
advisorycommitteeinternationallaw.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,1893,
advisorycouncilinternationalaffairs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1913,
advisorycouncilinternationalaffairs.nl,ns0.rijksoverheidnl.com.,185.136.96.82,109,109,tc
advisorycouncilinternationalaffairs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1913,
advisorycouncilinternationalaffairs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1913,
aerius.nl,ns-1130.awsdns-13.org.,205.251.196.106,80,69,tc
aerius.nl,ns-396.awsdns-49.com.,205.251.193.140,80,69,tc
aerius.nl,ns-1683.awsdns-18.co.uk.,205.251.198.147,80,69,tc
aerius.nl,ns-712.awsdns-25.net.,205.251.194.200,80,69,tc
afm.nl,ns4.combell.net.,86.39.202.67,77,77,tc
afm.nl,ns3.combell.net.,83.217.73.172,77,77,tc
afvalcirculair.nl,ns3.rijksoverheidnl.org.,145.100.177.67,88,1637,
afvalcirculair.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,88,1637,
afvalcirculair.nl,ns0.rijksoverheidnl.com.,185.136.96.82,88,88,tc
afvalcirculair.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,88,1637,
agendaijsselmeergebied2050.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1870,
agendaijsselmeergebied2050.nl,ns0.rijksoverheidnl.com.,185.136.96.82,100,100,tc
agendaijsselmeergebied2050.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1870,
agendaijsselmeergebied2050.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1870,
agendalaadinfrastructuur.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1758,
agendalaadinfrastructuur.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1758,
agendalaadinfrastructuur.nl,ns0.rijksoverheidnl.com.,185.136.96.82,98,98,tc
agendalaadinfrastructuur.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1758,
agendastad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,84,1603,
agendastad.nl,ns0.rijksoverheidnl.com.,185.136.96.82,84,84,tc
agendastad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,84,1603,
agendastad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,84,1603,
agendavoorhetwaddengebied2050.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1819,
agendavoorhetwaddengebied2050.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1819,
agendavoorhetwaddengebied2050.nl,ns0.rijksoverheidnl.com.,185.136.96.82,103,103,tc
agendavoorhetwaddengebied2050.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1819,
agrimatie.nl,ns1.wur.nl.,137.224.248.141,83,497,
agrimatie.nl,ns3.wur.nl.,137.224.248.143,83,497,
agrimatie.nl,ns1.surfnet.nl.,192.87.106.101,83,337,
agrimatie.nl,ns2.wur.nl.,137.224.248.142,83,497,
agrimatie.nl,ns1.zurich.surf.net.,195.176.255.9,83,365,
agroberichtenbuitenland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1793,
agroberichtenbuitenland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1793,
agroberichtenbuitenland.nl,ns0.rijksoverheidnl.com.,185.136.96.82,97,97,tc
agroberichtenbuitenland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1793,
ahn.nl,ns3.dn-s.nl.,52.51.31.18,77,77,tc
ahn.nl,ns2.dn-s.nl.,141.138.198.56,77,77,tc
ahn.nl,ns1.dn-s.nl.,80.84.224.44,77,77,tc
ahn.nl,ns4.dn-s.nl.,141.255.181.66,77,77,tc
aivd.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,1531,
aivd.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,78,tc
aivd.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,1531,
aivd.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,1531,
akkoordverbeteringproductsamenstelling.nl,ns1.w-e-r-k.nl.,5.172.40.100,112,112,tc
akkoordverbeteringproductsamenstelling.nl,ns2.ssc-campus.nl.,131.224.2.136,112,140,tc
akkoordverbeteringproductsamenstelling.nl,ns2.w-e-r-k.nl.,31.200.209.176,112,112,tc
akkoordverbeteringproductsamenstelling.nl,ns1.ssc-campus.nl.,131.224.2.135,112,140,tc
algemenebestuursdienst.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1783,
algemenebestuursdienst.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1783,
algemenebestuursdienst.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,1783,
algemenebestuursdienst.nl,ns0.rijksoverheidnl.com.,185.136.96.82,96,96,tc
algemenerekenkamer.nl,ns0.rijksoverheidnl.com.,185.136.96.82,92,92,tc
algemenerekenkamer.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1611,
algemenerekenkamer.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1611,
algemenerekenkamer.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1611,
alleenjijbepaalt.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1765,
alleenjijbepaalt.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1765,
alleenjijbepaalt.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1765,
alleenjijbepaalt.nl,ns0.rijksoverheidnl.com.,185.136.96.82,90,90,tc
allesisgezondheid.nl,ns1.medusa.nl.,217.21.242.225,91,119,tc
allesisgezondheid.nl,ns2.medusa.nl.,185.150.187.215,91,119,tc
allesoversport.nl,ns4.internl.net.,85.119.243.17,88,88,tc
allesoversport.nl,ns3.internl.net.,77.95.248.203,88,88,tc
allesoversport.nl,ns.internlnet.nl.,31.3.105.132,88,88,tc
alliantieopenoverheid.pleio.nl,odcn.pleio.nl.,,101,,
alterra.nl,ns1.surfnet.nl.,192.87.106.101,81,245,
alterra.nl,ns1.wur.nl.,137.224.248.141,81,405,
alterra.nl,ns2.wur.nl.,137.224.248.142,81,405,
alterra.nl,ns1.zurich.surf.net.,195.176.255.9,81,273,
alterra.nl,ns3.wur.nl.,137.224.248.143,81,405,
amberalert.nl,ns1.kpn.net.,194.151.228.10,84,84,
amberalert.nl,ns11.kpn.net.,213.75.63.33,84,84,
amlc.eu,ns2.belastingdienst.nl.,85.159.100.53,78,363,
amlc.eu,ns3.belastingdienst.nl.,85.159.96.53,78,363,
amlc.eu,ns4.belastingdienst.nl.,147.181.112.4,78,363,
amlc.nl,ns2.belastingdienst.nl.,85.159.100.53,78,106,tc
amlc.nl,ns3.belastingdienst.nl.,85.159.96.53,78,106,tc
amlc.nl,ns4.belastingdienst.nl.,147.181.112.4,78,106,tc
animalfreeinnovationtpi.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1793,
animalfreeinnovationtpi.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1793,
animalfreeinnovationtpi.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1793,
animalfreeinnovationtpi.nl,ns0.rijksoverheidnl.com.,185.136.96.82,97,97,tc
annualreport.dopingautoriteit.nl,daws1.dopingautoriteit.nl.,,103,,
antennebureau.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,1900,
antennebureau.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,87,tc
antennebureau.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,1900,
antennebureau.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,1900,
antenneregister.nl,ns2.dictu.nl.,145.69.216.1,89,117,tc
antenneregister.nl,ns1.dictu.nl.,145.12.216.1,89,117,tc
aofondsrijk.nl,ns4.combell.net.,86.39.202.67,85,85,tc
aofondsrijk.nl,ns3.combell.net.,83.217.73.172,85,85,tc
aovvt.nl,ns4.combell.net.,86.39.202.67,79,79,tc
aovvt.nl,ns3.combell.net.,83.217.73.172,79,79,tc
apps.rijksservices.nl,appstore-portal-prd-frontend.azurefd.net.,,92,,
apps.rijksservices.nl,star-azurefd-prod.trafficmanager.net.,,92,,
apps.rijksservices.nl,shed.dual-low.part-0039.t-0009.fdv2-t-msedge.net.,,92,,
apps.rijksservices.nl,global-entry-afdthirdparty-fallback-first.trafficmanager.net.,,92,,
apps.rijksservices.nl,shed.dual-low.part-0039.t-0009.fb-t-msedge.net.,,92,,
apps.rijksservices.nl,part-0039.t-0009.fb-t-msedge.net.,,92,,
aquo.nl,ns3.eurodns.com.,8.20.241.108,78,202,
aquo.nl,ns1.eurodns.com.,8.20.241.107,78,202,
aquo.nl,ns4.eurodns.com.,8.20.243.108,78,202,
aquo.nl,ns2.eurodns.com.,8.20.243.107,78,202,
arbeidsmarktplatformpo.nl,ns3.combell.net.,83.217.73.172,96,96,tc
arbeidsmarktplatformpo.nl,ns4.combell.net.,86.39.202.67,96,96,tc
arbocatalogusmbo.nl,ns3.combell.net.,83.217.73.172,90,90,tc
arbocatalogusmbo.nl,ns4.combell.net.,86.39.202.67,90,90,tc
arboportaal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,85,1754,
arboportaal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,85,1754,
arboportaal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,85,1754,
arboportaal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,85,85,tc
arcgis.com,ns-1062.awsdns-04.org.,205.251.196.38,81,70,tc
arcgis.com,ns-423.awsdns-52.com.,205.251.193.167,81,70,tc
arcgis.com,ns-982.awsdns-58.net.,205.251.195.214,81,70,tc
arcgis.com,ns-1882.awsdns-43.co.uk.,205.251.199.90,81,70,tc
architectenregister.nl,ns1.argewebhosting.eu.,31.25.98.210,93,93,tc
architectenregister.nl,ns2.argewebhosting.com.,31.25.98.169,93,93,tc
architectenregister.nl,ns3.argewebhosting.nl.,92.63.168.137,93,93,tc
arorijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,81,1524,
arorijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,81,1524,
arorijk.nl,ns0.rijksoverheidnl.com.,185.136.96.82,81,81,tc
arorijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,81,1524,
asbestovertredingen.inspectieszw.nl,arbeidsinspectie01.prod.aws.digitpaint.nl.,,106,,
asbestovertredingen.nlarbeidsinspectie.nl,arbeidsinspectie01.prod.aws.digitpaint.nl.,,112,,
atgb.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,78,1558,
atgb.nl,ns3.rijksoverheidnl.org.,145.100.177.67,78,1558,
atgb.nl,ns0.rijksoverheidnl.com.,185.136.96.82,78,78,tc
atgb.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,78,1558,
atlasinfectieziekten.nl,ns2.ssc-campus.nl.,131.224.2.136,94,122,tc
atlasinfectieziekten.nl,ns1.w-e-r-k.nl.,5.172.40.100,94,94,tc
atlasinfectieziekten.nl,ns1.ssc-campus.nl.,131.224.2.135,94,122,tc
atlasinfectieziekten.nl,ns2.w-e-r-k.nl.,31.200.209.176,94,94,tc
atlasleefomgeving.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1625,
atlasleefomgeving.nl,ns0.rijksoverheidnl.com.,185.136.96.82,91,91,tc
atlasleefomgeving.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1625,
atlasleefomgeving.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1625,
atlasnatuurlijkkapitaal.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1691,
atlasnatuurlijkkapitaal.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1691,
atlasnatuurlijkkapitaal.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1691,
atlasnatuurlijkkapitaal.nl,ns0.rijksoverheidnl.com.,185.136.96.82,97,97,tc
atlasofmutualheritage.nl,ns2.driebit.nl.,95.211.113.205,95,95,tc
atlasofmutualheritage.nl,ns1.driebit.nl.,83.98.140.3,95,95,tc
atr-regeldruk.nl,ns5.firstfind.net.,178.128.248.2,87,87,tc
atr-regeldruk.nl,ns3.firstfind.nl.,5.157.86.222,87,87,tc
atr-regeldruk.nl,ns4.firstfind.nl.,5.157.87.222,87,87,tc
autoriteitnvs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,87,1774,
autoriteitnvs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,87,1774,
autoriteitnvs.nl,ns0.rijksoverheidnl.com.,185.136.96.82,87,87,tc
autoriteitnvs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,87,1774,
autoriteitpersoonsgegevens.nl,ns-1775.awsdns-29.co.uk.,205.251.198.239,100,89,tc
autoriteitpersoonsgegevens.nl,ns-1338.awsdns-39.org.,205.251.197.58,100,89,tc
autoriteitpersoonsgegevens.nl,ns-5.awsdns-00.com.,205.251.192.5,100,89,tc
autoriteitpersoonsgegevens.nl,ns-987.awsdns-59.net.,205.251.195.219,100,89,tc
avghelpdeskzorg.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,89,1713,
